"filename", "language", "HTML", "JSON with Comments", "JSON", "JavaScript", "TypeScript", "PostCSS", "XML", "TypeScript JSX", "Markdown", "comment", "blank", "total"
"c:\Users\conta\Desktop\project\client\src\app\item\sellerSection\sellerSectionBottom.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -2, -20
"c:\Users\conta\Desktop\project\client\src\app\item\sellerSection\sellerSectionTop.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -2, -20
"c:\Users\conta\Desktop\project\client\src\app\item\sellerSection\uploadButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -45, 0, 0, -8, -53
"c:\Users\conta\Desktop\project\client\src\app\item\sellerSection\urlText.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -4, -28
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\countElem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -46, 0, 0, -6, -52
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\good.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -93, 0, 0, -16, -109
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\itemPeek.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -65, 0, 0, -8, -73
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\peek.module.css", "PostCSS", 0, 0, 0, 0, 0, -68, 0, 0, 0, 0, -7, -75
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\summary.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -65, 0, 0, -8, -73
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\userSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, -6, -62
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\video.module.css", "PostCSS", 0, 0, 0, 0, 0, -143, 0, 0, 0, 0, -18, -161
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\videoElem.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -61, 0, 0, -12, -73
"c:\Users\conta\Desktop\project\client\src\app\item\videoSection\videoSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -38, 0, 0, -3, -41
"c:\Users\conta\Desktop\project\client\src\app\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -53, 0, 0, -7, -60
"c:\Users\conta\Desktop\project\client\src\app\login\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\login\login-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -84, 0, 0, -11, -95
"c:\Users\conta\Desktop\project\client\src\app\login\new-pw\[token]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -3, -25
"c:\Users\conta\Desktop\project\client\src\app\login\new-pw\pw-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -111, 0, 0, -14, -125
"c:\Users\conta\Desktop\project\client\src\app\login\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -25, 0, 0, -5, -30
"c:\Users\conta\Desktop\project\client\src\app\login\reset-pw-mail\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -3, -25
"c:\Users\conta\Desktop\project\client\src\app\login\reset-pw-mail\reset-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -41, 0, 0, -9, -50
"c:\Users\conta\Desktop\project\client\src\app\lp\button\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -53, 0, 0, -3, -56
"c:\Users\conta\Desktop\project\client\src\app\lp\button\inquiryButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -5, 0, 0, -1, -6
"c:\Users\conta\Desktop\project\client\src\app\lp\button\uploadButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\lp\footer\footerImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, -4, -54
"c:\Users\conta\Desktop\project\client\src\app\lp\footer\footerSitemap.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -19, 0, 0, -1, -20
"c:\Users\conta\Desktop\project\client\src\app\lp\header\headerGreen.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -2, -14
"c:\Users\conta\Desktop\project\client\src\app\lp\header\headerSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, -2, -18
"c:\Users\conta\Desktop\project\client\src\app\lp\header\hero.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -29, 0, 0, -2, -31
"c:\Users\conta\Desktop\project\client\src\app\lp\itemList\lpItemList.module.css", "PostCSS", 0, 0, 0, 0, 0, -246, 0, 0, 0, 0, -37, -283
"c:\Users\conta\Desktop\project\client\src\app\lp\itemList\lpItemList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -238, 0, 0, -30, -268
"c:\Users\conta\Desktop\project\client\src\app\lp\lp.module.css", "PostCSS", 0, 0, 0, 0, 0, -405, 0, 0, 0, 0, -33, -438
"c:\Users\conta\Desktop\project\client\src\app\lp\lp.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -28, 0, 0, -5, -33
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainAbout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -92, 0, 0, -5, -97
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainAllUser.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -2, -26
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainCampaign.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -6, -48
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\answer.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, -2, -15
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\campaignh3.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, -2, -15
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\mainP.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\mainh2.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\mainh3.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\pamphletLink.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -21, 0, 0, -1, -22
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\question.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -13, 0, 0, -2, -15
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\shopFlowP.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainComponent\shopStep.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -9, 0, 0, -2, -11
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainQA.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -5, -25
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainShopFlow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -32, 0, 0, -10, -42
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainShopUtil.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, -4, -37
"c:\Users\conta\Desktop\project\client\src\app\lp\main\mainUploadFlow.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -59, 0, 0, -6, -65
"c:\Users\conta\Desktop\project\client\src\app\lp\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, -8, -42
"c:\Users\conta\Desktop\project\client\src\app\lp\shop\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -46, 0, 0, -10, -56
"c:\Users\conta\Desktop\project\client\src\app\lp\two-column.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -3, -45
"c:\Users\conta\Desktop\project\client\src\app\my-page\cookieSet.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -5, -23
"c:\Users\conta\Desktop\project\client\src\app\my-page\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\my-page\linkSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -87, 0, 0, -6, -93
"c:\Users\conta\Desktop\project\client\src\app\my-page\logout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, -5, -31
"c:\Users\conta\Desktop\project\client\src\app\my-page\moneySection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -21, 0, 0, -2, -23
"c:\Users\conta\Desktop\project\client\src\app\my-page\mypage.module.css", "PostCSS", 0, 0, 0, 0, 0, -234, 0, 0, 0, 0, -26, -260
"c:\Users\conta\Desktop\project\client\src\app\my-page\mypageElement.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -26, 0, 0, -6, -32
"c:\Users\conta\Desktop\project\client\src\app\my-page\mypageUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -19, 0, 0, -4, -23
"c:\Users\conta\Desktop\project\client\src\app\my-page\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, -13, -76
"c:\Users\conta\Desktop\project\client\src\app\my-page\profileSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, -5, -49
"c:\Users\conta\Desktop\project\client\src\app\my-page\referenceCode.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -78, 0, 0, -11, -89
"c:\Users\conta\Desktop\project\client\src\app\my-page\types.ts", "TypeScript", 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, -1, -20
"c:\Users\conta\Desktop\project\client\src\app\order\order.module.css", "PostCSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"c:\Users\conta\Desktop\project\client\src\app\order\orderList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -120, 0, -2, -23, -145
"c:\Users\conta\Desktop\project\client\src\app\order\type.ts", "TypeScript", 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, -3, -22
"c:\Users\conta\Desktop\project\client\src\app\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -101, 0, 0, -3, -104
"c:\Users\conta\Desktop\project\client\src\app\privacy-policy\content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -117, 0, 0, -20, -137
"c:\Users\conta\Desktop\project\client\src\app\privacy-policy\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -4, -28
"c:\Users\conta\Desktop\project\client\src\app\profile\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -41, 0, 0, -10, -51
"c:\Users\conta\Desktop\project\client\src\app\profile\adminSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -212, 0, 0, -34, -246
"c:\Users\conta\Desktop\project\client\src\app\profile\editButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -8, 0, 0, -2, -10
"c:\Users\conta\Desktop\project\client\src\app\profile\followSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -5, -25
"c:\Users\conta\Desktop\project\client\src\app\profile\followStat.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -25, 0, 0, -7, -32
"c:\Users\conta\Desktop\project\client\src\app\profile\introduction.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -42, 0, 0, -5, -47
"c:\Users\conta\Desktop\project\client\src\app\profile\itemList.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -239, 0, 0, -29, -268
"c:\Users\conta\Desktop\project\client\src\app\profile\madmax\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, -13, -57
"c:\Users\conta\Desktop\project\client\src\app\profile\profile-admin.module.css", "PostCSS", 0, 0, 0, 0, 0, -106, 0, 0, 0, 0, -7, -113
"c:\Users\conta\Desktop\project\client\src\app\profile\profile.module.css", "PostCSS", 0, 0, 0, 0, 0, -181, 0, 0, 0, 0, -27, -208
"c:\Users\conta\Desktop\project\client\src\app\profile\profileMain.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -56, 0, 0, -8, -64
"c:\Users\conta\Desktop\project\client\src\app\profile\profilePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -30, 0, 0, -5, -35
"c:\Users\conta\Desktop\project\client\src\app\profile\profileTypes.ts", "TypeScript", 0, 0, 0, 0, -27, 0, 0, 0, 0, 0, -4, -31
"c:\Users\conta\Desktop\project\client\src\app\profile\shopButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, -2, -14
"c:\Users\conta\Desktop\project\client\src\app\profile\socialSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -3, -25
"c:\Users\conta\Desktop\project\client\src\app\profile\starSection.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -19, 0, 0, -2, -21
"c:\Users\conta\Desktop\project\client\src\app\report\comment\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -41, 0, 0, -10, -51
"c:\Users\conta\Desktop\project\client\src\app\report\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -91, 0, 0, -15, -106
"c:\Users\conta\Desktop\project\client\src\app\report\item\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -41, 0, 0, -10, -51
"c:\Users\conta\Desktop\project\client\src\app\report\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\report\report.module.css", "PostCSS", 0, 0, 0, 0, 0, -38, 0, 0, 0, 0, -4, -42
"c:\Users\conta\Desktop\project\client\src\app\report\reportUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -4, -24
"c:\Users\conta\Desktop\project\client\src\app\report\type.ts", "TypeScript", 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, -4
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\buttonDiv.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -25, 0, 0, -3, -28
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\complete\element.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -4, -24
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\complete\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -2, -17
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\ss.module.css", "PostCSS", 0, 0, 0, 0, 0, -355, 0, 0, 0, 0, -36, -391
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\ssUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -2, -16
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\ssUiBack.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -2, -16
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step1\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -444, 0, 0, -60, -504
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step1\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, -10, -60
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step2\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, -10, -54
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step2\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -272, 0, -1, -44, -317
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step3\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, -10, -54
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step3\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -281, 0, 0, -52, -333
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step4\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -31, 0, 0, -7, -38
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step4\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -110, 0, 0, -21, -131
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step5\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, -10, -54
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\step5\client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -250, 0, 0, -40, -290
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\stepBar.module.css", "PostCSS", 0, 0, 0, 0, 0, -81, 0, 0, 0, 0, -12, -93
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\stepBar.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -106, 0, -1, -29, -136
"c:\Users\conta\Desktop\project\client\src\app\shop-signup\type.ts", "TypeScript", 0, 0, 0, 0, -70, 0, 0, 0, 0, 0, -7, -77
"c:\Users\conta\Desktop\project\client\src\app\signup\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\signup\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -22, 0, 0, -3, -25
"c:\Users\conta\Desktop\project\client\src\app\signup\signup-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -106, 0, 0, -14, -120
"c:\Users\conta\Desktop\project\client\src\app\signup\verify\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -2, -17
"c:\Users\conta\Desktop\project\client\src\app\signup\verify\resend.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -40, 0, 0, -9, -49
"c:\Users\conta\Desktop\project\client\src\app\signup\verify\verify-form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -99, 0, 0, -15, -114
"c:\Users\conta\Desktop\project\client\src\app\terms-and-conditions\content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -516, 0, 0, -74, -590
"c:\Users\conta\Desktop\project\client\src\app\terms-and-conditions\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -4, -28
"c:\Users\conta\Desktop\project\client\src\app\tokutei\content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -81, 0, 0, -12, -93
"c:\Users\conta\Desktop\project\client\src\app\tokutei\link\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -28, 0, 0, -5, -33
"c:\Users\conta\Desktop\project\client\src\app\tokutei\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -4, -28
"c:\Users\conta\Desktop\project\client\src\app\tokutei\selling\content.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -111, 0, 0, -20, -131
"c:\Users\conta\Desktop\project\client\src\app\tokutei\selling\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, -4, -28
"c:\Users\conta\Desktop\project\client\src\app\transfar\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\transfar\points\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -125, 0, 0, -24, -149
"c:\Users\conta\Desktop\project\client\src\app\transfar\points\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, -8, -47
"c:\Users\conta\Desktop\project\client\src\app\transfar\request\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -159, 0, 0, -26, -185
"c:\Users\conta\Desktop\project\client\src\app\transfar\request\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, -8, -47
"c:\Users\conta\Desktop\project\client\src\app\transfar\transfar.module.css", "PostCSS", 0, 0, 0, 0, 0, -201, 0, 0, 0, 0, -23, -224
"c:\Users\conta\Desktop\project\client\src\app\transfar\transfarUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, -2, -18
"c:\Users\conta\Desktop\project\client\src\app\transfar\types.ts", "TypeScript", 0, 0, 0, 0, -19, 0, 0, 0, 0, 0, -2, -21
"c:\Users\conta\Desktop\project\client\src\app\upload\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, -13, -76
"c:\Users\conta\Desktop\project\client\src\app\upload\attributes.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -275, 0, -1, -38, -314
"c:\Users\conta\Desktop\project\client\src\app\upload\attributesCard.module.css", "PostCSS", 0, 0, 0, 0, 0, -189, 0, 0, 0, -6, -19, -214
"c:\Users\conta\Desktop\project\client\src\app\upload\before\client.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -54, 0, 0, -11, -65
"c:\Users\conta\Desktop\project\client\src\app\upload\before\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -4, -24
"c:\Users\conta\Desktop\project\client\src\app\upload\brandInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -103, 0, 0, -19, -122
"c:\Users\conta\Desktop\project\client\src\app\upload\category.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -207, 0, -2, -43, -252
"c:\Users\conta\Desktop\project\client\src\app\upload\condition.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, -10, -73
"c:\Users\conta\Desktop\project\client\src\app\upload\draft\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, -13, -76
"c:\Users\conta\Desktop\project\client\src\app\upload\edit\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -63, 0, 0, -13, -76
"c:\Users\conta\Desktop\project\client\src\app\upload\form.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -465, 0, -10, -90, -565
"c:\Users\conta\Desktop\project\client\src\app\upload\genderAge.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -163, 0, -2, -32, -197
"c:\Users\conta\Desktop\project\client\src\app\upload\hooks\useFileUpload.ts", "TypeScript", 0, 0, 0, 0, -155, 0, 0, 0, 0, -6, -32, -193
"c:\Users\conta\Desktop\project\client\src\app\upload\hooks\useUpload.ts", "TypeScript", 0, 0, 0, 0, -282, 0, 0, 0, 0, 0, -33, -315
"c:\Users\conta\Desktop\project\client\src\app\upload\itemImage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -59, 0, 0, -7, -66
"c:\Users\conta\Desktop\project\client\src\app\upload\itemNameDetail.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, -5, -44
"c:\Users\conta\Desktop\project\client\src\app\upload\layout.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -4, 0, 0, -1, -5
"c:\Users\conta\Desktop\project\client\src\app\upload\material.module.css", "PostCSS", 0, 0, 0, 0, 0, -81, 0, 0, 0, -4, -9, -94
"c:\Users\conta\Desktop\project\client\src\app\upload\material.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -102, 0, 0, -14, -116
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\[id]\page.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -50, 0, 0, -13, -63
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\button.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -15, 0, 0, -2, -17
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\itemHighlight.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -53, 0, 0, -6, -59
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\ok.module.css", "PostCSS", 0, 0, 0, 0, 0, -142, 0, 0, 0, 0, -20, -162
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\okPage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, -3, -21
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\okText.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -16, 0, 0, -4, -20
"c:\Users\conta\Desktop\project\client\src\app\upload\ok\okUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, -4, -24
"c:\Users\conta\Desktop\project\client\src\app\upload\price.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -67, 0, 0, -15, -82
"c:\Users\conta\Desktop\project\client\src\app\upload\shipping.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -168, 0, -4, -23, -195
"c:\Users\conta\Desktop\project\client\src\app\upload\types\type.ts", "TypeScript", 0, 0, 0, 0, -72, 0, 0, 0, 0, 0, -10, -82
"c:\Users\conta\Desktop\project\client\src\app\upload\types\uploadType.ts", "TypeScript", 0, 0, 0, 0, -35, 0, 0, 0, 0, 0, -1, -36
"c:\Users\conta\Desktop\project\client\src\app\upload\upload.module.css", "PostCSS", 0, 0, 0, 0, 0, -427, 0, 0, 0, 0, -46, -473
"c:\Users\conta\Desktop\project\client\src\app\upload\uploadUI.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, -2, -16
"c:\Users\conta\Desktop\project\client\src\app\upload\videoInput.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -128, 0, 0, -17, -145
"c:\Users\conta\Desktop\project\client\src\app\user-list\button.module.css", "PostCSS", 0, 0, 0, 0, 0, -35, 0, 0, 0, 0, -3, -38
"c:\Users\conta\Desktop\project\client\src\app\user-list\followButton.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, -77, 0, 0, -15, -92
