"filename", "language", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\conta\Desktop\project\client\src\app\item-list\cart\page.tsx", "TypeScript JSX", 37, 0, 7, 44
"c:\Users\conta\Desktop\project\client\src\app\item-list\itemList.tsx", "TypeScript JSX", 1, 0, 0, 1
"c:\Users\conta\Desktop\project\client\src\app\user-list\good-comment\[id]\page.tsx", "TypeScript JSX", -3, 0, -1, -4
"Total", "-", 35, 0, 6, 41
