"filename", "language", "TypeScript", "comment", "blank", "total"
"c:\Users\conta\Desktop\project\server\src\routes\item-list\uploaded_list.ts", "TypeScript", 93, 0, 15, 108
"Total", "-", 93, 0, 15, 108
