"filename", "language", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\conta\Desktop\project\client\src\app\item-list\itemList.tsx", "TypeScript JSX", 3, 0, 1, 4
"Total", "-", 3, 0, 1, 4
